Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1041448916420,19.689,-0.876,-1.461,2,16,19689,-876,-1461,0,0,0
5,1,1,0,0x00000000,0,2,1041448916420,19.719,-0.978,-1.559,10,16,19719,-978,-1559,0,0,0
5,1,1,0,0x00000000,0,2,1041449315140,19.731,-1.08,-1.655,0,16,19731,-1080,-1655,0,0,0
5,1,1,0,0x00000000,0,2,1041460095580,19.764,-1.019,-1.674,8,16,19764,-1019,-1674,0,0,0
5,1,1,0,0x00000000,0,2,1041460095580,19.668,-0.933,-1.552,7,16,19668,-933,-1552,0,0,0
5,1,1,0,0x00000000,0,2,1041460095580,19.577,-0.776,-1.656,7,16,19577,-776,-1656,0,0,0
5,1,1,0,0x00000000,0,2,1041524806440,19.644,-0.693,-1.588,7,16,19644,-693,-1588,0,0,0
5,1,1,0,0x00000000,0,2,1041524806440,19.588,-0.75,-1.707,9,16,19588,-750,-1707,0,0,0
5,1,1,0,0x00000000,0,2,1041524806440,19.621,-0.812,-1.835,5,16,19621,-812,-1835,0,0,0
5,1,1,0,0x00000000,0,2,1041547578140,19.38,-0.79,-1.964,1,16,19380,-790,-1964,0,0,0
5,1,1,0,0x00000000,0,2,1041547578140,19.419,-0.886,-1.789,3,16,19419,-886,-1789,0,0,0
5,1,1,0,0x00000000,0,2,1041547978100,19.466,-1.075,-1.72,0,16,19466,-1075,-1720,0,0,0
