Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3154614529500,22.34,-1.401,0.881,19,16,22340,-1401,881,0,0,0
5,1,1,0,0x00000000,0,2,3154625706800,22.227,-1.373,0.941,9,16,22227,-1373,941,0,0,0
5,1,1,0,0x00000000,0,2,3154637688640,22.428,-1.421,0.788,26,16,22428,-1421,788,0,0,0
5,1,1,0,0x00000000,0,2,3154637688640,22.293,-1.547,0.861,62,16,22293,-1547,861,0,0,0
5,1,1,0,0x00000000,0,2,3154637688640,22.234,-1.68,0.935,3,16,22234,-1680,935,0,0,0
5,1,1,0,0x00000000,0,2,3154648871260,22.227,-1.686,0.914,16,16,22227,-1686,914,0,0,0
5,1,1,0,0x00000000,0,2,3154648871260,22.331,-1.57,0.824,88,16,22331,-1570,824,0,0,0
5,1,1,0,0x00000000,0,2,3154648871260,22.371,-1.445,0.733,30,16,22371,-1445,733,0,0,0
5,1,1,0,0x00000000,0,2,3154660853580,22.223,-1.434,0.931,12,16,22223,-1434,931,0,0,0
5,1,1,0,0x00000000,0,2,3154672042080,22.233,-1.688,0.911,15,16,22233,-1688,911,0,0,0
5,1,1,0,0x00000000,0,2,3154672042080,22.308,-1.544,0.87,80,16,22308,-1544,870,0,0,0
5,1,1,0,0x00000000,0,2,3154672042080,22.441,-1.403,0.833,17,16,22441,-1403,833,0,0,0
