Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3155299441720,22.253,-1.798,0.817,43,16,22253,-1798,817,0,0,0
5,1,1,0,0x00000000,0,2,3155299441720,22.283,-1.943,0.881,2,16,22283,-1943,881,0,0,0
5,1,1,0,0x00000000,0,2,3155310222560,22.233,-2.027,0.944,0,16,22233,-2027,944,0,0,0
5,1,1,0,0x00000000,0,2,3155310222560,22.267,-1.898,0.857,40,16,22267,-1898,857,0,0,0
5,1,1,0,0x00000000,0,2,3155310222560,22.279,-1.766,0.771,81,16,22279,-1766,771,0,0,0
5,1,1,0,0x00000000,0,2,3155322597360,22.23,-1.734,0.847,31,16,22230,-1734,847,0,0,0
5,1,1,0,0x00000000,0,2,3155322597360,22.286,-1.894,0.866,10,16,22286,-1894,866,0,0,0
5,1,1,0,0x00000000,0,2,3155322597360,22.123,-2.037,0.875,1,16,22123,-2037,875,0,0,0
5,1,1,0,0x00000000,0,2,3155333378760,22.288,-1.95,0.833,41,16,22288,-1950,833,0,0,0
5,1,1,0,0x00000000,0,2,3155333378760,22.262,-1.797,0.797,71,16,22262,-1797,797,0,0,0
