Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3154793853080,22.219,-1.777,0.957,6,16,22219,-1777,957,0,0,0
5,1,1,0,0x00000000,0,2,3154793853080,22.289,-1.628,0.943,23,16,22289,-1628,943,0,0,0
5,1,1,0,0x00000000,0,2,3154793853080,22.312,-1.473,0.928,17,16,22312,-1473,928,0,0,0
5,1,1,0,0x00000000,0,2,3154834988140,22.259,-1.45,0.836,1,16,22259,-1450,836,0,0,0
5,1,1,0,0x00000000,0,2,3154834988140,22.197,-1.556,0.941,0,16,22197,-1556,941,0,0,0
5,1,1,0,0x00000000,0,2,3154846169800,22.208,-1.497,1.005,1,16,22208,-1497,1005,0,0,0
5,1,1,0,0x00000000,0,2,3154846169800,22.311,-1.417,0.879,1,16,22311,-1417,879,0,0,0
5,1,1,0,0x00000000,0,2,3154858150700,22.28,-1.587,0.82,68,16,22280,-1587,820,0,0,0
5,1,1,0,0x00000000,0,2,3154858150700,22.264,-1.724,0.891,15,16,22264,-1724,891,0,0,0
5,1,1,0,0x00000000,0,2,3154869334300,22.251,-1.84,0.95,2,16,22251,-1840,950,0,0,0
5,1,1,0,0x00000000,0,2,3154869334300,22.301,-1.717,0.86,74,16,22301,-1717,860,0,0,0
5,1,1,0,0x00000000,0,2,3154869334300,22.297,-1.588,0.769,22,16,22297,-1588,769,0,0,0
5,1,1,0,0x00000000,0,2,3154881321260,22.345,-1.485,0.898,5,16,22345,-1485,898,0,0,0
5,1,1,0,0x00000000,0,2,3154881321260,22.253,-1.634,0.923,10,16,22253,-1634,923,0,0,0
5,1,1,0,0x00000000,0,2,3154881321260,22.244,-1.791,0.949,1,16,22244,-1791,949,0,0,0
