Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3153691587460,22.34,-1.187,0.71,10,16,22340,-1187,710,0,0,0
5,1,1,0,0x00000000,0,2,3153691587460,22.213,-1,1.02,0,16,22213,-1000,1020,0,0,0
5,1,1,0,0x00000000,0,2,3153703572540,22.428,-1.048,0.781,29,16,22428,-1048,781,0,0,0
5,1,1,0,0x00000000,0,2,3153703572540,22.341,-1.201,0.755,69,16,22341,-1201,755,0,0,0
5,1,1,0,0x00000000,0,2,3153714754560,22.219,-1.248,0.655,2,16,22219,-1248,655,0,0,0
5,1,1,0,0x00000000,0,2,3153714754560,22.315,-1.098,0.678,3,16,22315,-1098,678,0,0,0
5,1,1,0,0x00000000,0,2,3153732730180,22.426,-1.059,0.816,30,16,22426,-1059,816,0,0,0
5,1,1,0,0x00000000,0,2,3153732730180,22.225,-1.143,0.933,1,16,22225,-1143,933,0,0,0
5,1,1,0,0x00000000,0,2,3153743505400,22.263,-1.098,0.917,14,16,22263,-1098,917,0,0,0
5,1,1,0,0x00000000,0,2,3153743505400,22.425,-1.034,0.784,15,16,22425,-1034,784,0,0,0
5,1,1,0,0x00000000,0,2,3153755891600,22.415,-1.082,0.752,52,16,22415,-1082,752,0,0,0
5,1,1,0,0x00000000,0,2,3153755891600,22.299,-1.201,0.842,65,16,22299,-1201,842,0,0,0
5,1,1,0,0x00000000,0,2,3153755891600,22.255,-1.325,0.933,0,16,22255,-1325,933,0,0,0
5,1,1,0,0x00000000,0,2,3153767073860,22.254,-1.324,0.856,28,16,22254,-1324,856,0,0,0
5,1,1,0,0x00000000,0,2,3153767073860,22.36,-1.212,0.756,42,16,22360,-1212,756,0,0,0
5,1,1,0,0x00000000,0,2,3153767073860,22.253,-1.089,0.652,1,16,22253,-1089,652,0,0,0
5,1,1,0,0x00000000,0,2,3153767073860,22.195,-1.067,0.979,6,16,22195,-1067,979,0,0,0
5,1,1,0,0x00000000,0,2,3153767073860,22.456,-0.957,0.889,0,16,22456,-957,889,0,0,0
5,1,1,0,0x00000000,0,2,3153779053520,22.374,-1.085,0.621,14,16,22374,-1085,621,0,0,0
5,1,1,0,0x00000000,0,2,3153779053520,22.192,-1.103,0.979,1,16,22192,-1103,979,0,0,0
5,1,1,0,0x00000000,0,2,3153779053520,22.412,-1.234,0.674,34,16,22412,-1234,674,0,0,0
