Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3155398069180,22.244,-1.799,0.832,41,16,22244,-1799,832,0,0,0
5,1,1,0,0x00000000,0,2,3155408852380,22.234,-2.007,0.735,5,16,22234,-2007,735,0,0,0
5,1,1,0,0x00000000,0,2,3155408852380,22.318,-1.901,0.628,1,16,22318,-1901,628,0,0,0
5,1,1,0,0x00000000,0,2,3155408852380,22.325,-1.77,0.847,30,16,22325,-1770,847,0,0,0
5,1,1,0,0x00000000,0,2,3155421238020,22.298,-1.818,0.804,49,16,22298,-1818,804,0,0,0
5,1,1,0,0x00000000,0,2,3155421238020,22.267,-1.967,0.841,13,16,22267,-1967,841,0,0,0
5,1,1,0,0x00000000,0,2,3155432021080,22.246,-2.014,0.835,17,16,22246,-2014,835,0,0,0
5,1,1,0,0x00000000,0,2,3155432021080,22.286,-1.872,0.776,79,16,22286,-1872,776,0,0,0
5,1,1,0,0x00000000,0,2,3155432021080,22.447,-1.738,0.722,2,16,22447,-1738,722,0,0,0
5,1,1,0,0x00000000,0,2,3155444405380,22.219,-1.716,0.888,3,16,22219,-1716,888,0,0,0
5,1,1,0,0x00000000,0,2,3155444405380,22.27,-1.878,0.88,6,16,22270,-1878,880,0,0,0
5,1,1,0,0x00000000,0,2,3155444405380,22.241,-2.033,0.866,5,16,22241,-2033,866,0,0,0
5,1,1,0,0x00000000,0,2,3155455190460,22.285,-2.14,0.851,2,16,22285,-2140,851,0,0,0
5,1,1,0,0x00000000,0,2,3155455190460,22.282,-1.981,0.841,48,16,22282,-1981,841,0,0,0
5,1,1,0,0x00000000,0,2,3155455190460,22.277,-1.827,0.832,63,16,22277,-1827,832,0,0,0
