Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1043758388300,21.624,1.266,-2.021,7,16,21624,1266,-2021,0,0,0
5,1,1,0,0x00000000,0,2,1043758388300,21.623,1.42,-1.965,0,16,21623,1420,-1965,0,0,0
5,1,1,0,0x00000000,0,2,1043758388300,21.586,1.483,-2.098,33,16,21586,1483,-2098,0,0,0
5,1,1,0,0x00000000,0,2,1043758388300,21.707,1.555,-2.252,0,16,21707,1555,-2252,0,0,0
5,1,1,0,0x00000000,0,2,1043758388300,21.49,1.617,-2.038,3,16,21490,1617,-2038,0,0,0
5,1,1,0,0x00000000,0,2,1043769166320,21.416,1.677,-2.143,1,16,21416,1677,-2143,0,0,0
5,1,1,0,0x00000000,0,2,1043769166320,21.571,1.576,-2.056,1,16,21571,1576,-2056,0,0,0
5,1,1,0,0x00000000,0,2,1043769166320,21.638,1.495,-2.313,0,16,21638,1495,-2313,0,0,0
5,1,1,0,0x00000000,0,2,1043769166320,21.498,1.374,-2.191,15,16,21498,1374,-2191,0,0,0
5,1,1,0,0x00000000,0,2,1043769166320,21.565,1.269,-2.09,7,16,21565,1269,-2090,0,0,0
5,1,1,0,0x00000000,0,2,1043792331620,21.402,1.314,-2.267,27,16,21402,1314,-2267,0,0,0
5,1,1,0,0x00000000,0,2,1043792331620,21.504,1.238,-2.152,24,16,21504,1238,-2152,0,0,0
5,1,1,0,0x00000000,0,2,1043792331620,21.562,1.16,-2.028,11,16,21562,1160,-2028,0,0,0
