Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1043346658560,22.906,2.745,-0.29,6,16,22906,2745,-290,0,0,0
5,1,1,0,0x00000000,0,2,1043346658560,22.64,2.875,-0.276,0,16,22640,2875,-276,0,0,0
5,1,1,0,0x00000000,0,2,1043369829360,22.881,2.595,-0.458,13,16,22881,2595,-458,0,0,0
5,1,1,0,0x00000000,0,2,1043369829360,22.766,2.74,-0.495,64,16,22766,2740,-495,0,0,0
5,1,1,0,0x00000000,0,2,1043369829360,22.645,2.881,-0.535,16,16,22645,2881,-535,0,0,0
5,1,1,0,0x00000000,0,2,1043380608120,22.699,2.858,-0.51,8,16,22699,2858,-510,0,0,0
5,1,1,0,0x00000000,0,2,1043380608120,22.776,2.707,-0.535,23,16,22776,2707,-535,0,0,0
5,1,1,0,0x00000000,0,2,1043380608120,22.851,2.556,-0.558,11,16,22851,2556,-558,0,0,0
5,1,1,0,0x00000000,0,2,1043392985740,22.741,2.78,-0.489,3,16,22741,2780,-489,0,0,0
5,1,1,0,0x00000000,0,2,1043392985740,22.5,2.88,-0.577,1,16,22500,2880,-577,0,0,0
5,1,1,0,0x00000000,0,2,1043403774720,22.628,2.765,-0.744,12,16,22628,2765,-744,0,0,0
5,1,1,0,0x00000000,0,2,1043403774720,22.705,2.616,-0.717,4,16,22705,2616,-717,0,0,0
5,1,1,0,0x00000000,0,2,1043403774720,22.849,2.472,-0.69,1,16,22849,2472,-690,0,0,0
