Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3349719538160,9.756,3.624,1.304,2,16,9756,3624,1304,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.778,3.964,1.286,36,16,9778,3964,1286,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.951,3.949,1.139,16,16,9951,3949,1139,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.8,3.898,1.299,1,16,9800,3898,1299,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.895,3.85,1.143,44,16,9895,3850,1143,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.803,3.823,1.31,0,16,9803,3823,1310,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.931,3.787,1.156,12,16,9931,3787,1156,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.802,3.745,1.318,0,16,9802,3745,1318,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,10.01,3.739,1.173,2,16,10010,3739,1173,0,0,0
5,1,1,0,0x00000000,0,2,3349751487140,9.769,3.656,1.321,0,16,9769,3656,1321,0,0,0
