Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1044849052420,32.321,-0.074,0.338,2,16,32321,-74,338,0,0,0
5,1,1,0,0x00000000,0,2,1044849052420,32.227,-0.226,0.504,2,16,32227,-226,504,0,0,0
5,1,1,0,0x00000000,0,2,1044854642920,32.227,-0.219,0.591,1,16,32227,-219,591,0,0,0
5,1,1,0,0x00000000,0,2,1044860637880,32.285,-0.164,0.486,1,16,32285,-164,486,0,0,0
5,1,1,0,0x00000000,0,2,1044866230280,32.208,-0.294,0.589,1,16,32208,-294,589,0,0,0
5,1,1,0,0x00000000,0,2,1044872219740,32.208,-0.234,0.302,2,16,32208,-234,302,0,0,0
5,1,1,0,0x00000000,0,2,1044872219740,32.173,-0.314,0.509,2,16,32173,-314,509,0,0,0
5,1,1,0,0x00000000,0,2,1044883802960,32.156,-0.199,0.426,3,16,32156,-199,426,0,0,0
5,1,1,0,0x00000000,0,2,1044895379340,32.064,-0.059,0.275,1,16,32064,-59,275,0,0,0
5,1,1,0,0x00000000,0,2,1044900974260,32.069,-0.147,0.255,1,16,32069,-147,255,0,0,0
5,1,1,0,0x00000000,0,2,1044906964180,31.905,-0.048,0.228,1,16,31905,-48,228,0,0,0
5,1,1,0,0x00000000,0,2,1044906964180,31.92,-0.103,0.246,1,16,31920,-103,246,0,0,0
5,1,1,0,0x00000000,0,2,1044912555120,31.974,-0.273,0.288,2,16,31974,-273,288,0,0,0
5,1,1,0,0x00000000,0,2,1044918548500,31.937,-0.202,0.327,2,16,31937,-202,327,0,0,0
5,1,1,0,0x00000000,0,2,1044918548500,31.949,-0.119,0.225,1,16,31949,-119,225,0,0,0
5,1,1,0,0x00000000,0,2,1044924138920,31.989,-0.208,0.327,1,16,31989,-208,327,0,0,0
5,1,1,0,0x00000000,0,2,1044924539260,31.918,-0.418,0.403,2,16,31918,-418,403,0,0,0
5,1,1,0,0x00000000,0,2,1044930131880,31.891,-0.37,0.451,4,16,31891,-370,451,0,0,0
5,1,1,0,0x00000000,0,2,1044935720540,32.062,-0.396,0.451,1,16,32062,-396,451,0,0,0
5,1,1,0,0x00000000,0,2,1044935720540,31.913,-0.195,0.349,1,16,31913,-195,349,0,0,0
5,1,1,0,0x00000000,0,2,1044941709620,31.78,-0.48,0.461,1,16,31780,-480,461,0,0,0
5,1,1,0,0x00000000,0,2,1044941709620,31.841,-0.273,0.31,1,16,31841,-273,310,0,0,0
