Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1044448480160,34.315,1.272,0.499,2,16,34315,1272,499,0,0,0
5,1,1,0,0x00000000,0,2,1044460061840,33.916,1.546,0.447,2,16,33916,1546,447,0,0,0
5,1,1,0,0x00000000,0,2,1044460061840,34.056,1.316,0.411,31,16,34056,1316,411,0,0,0
5,1,1,0,0x00000000,0,2,1044483222080,33.869,1.458,0.473,1,16,33869,1458,473,0,0,0
5,1,1,0,0x00000000,0,2,1044483222080,34.078,1.231,0.518,1,16,34078,1231,518,0,0,0
5,1,1,0,0x00000000,0,2,1044500795120,33.914,1.15,0.397,10,16,33914,1150,397,0,0,0
5,1,1,0,0x00000000,0,2,1044511973640,33.795,1.278,0.458,2,16,33795,1278,458,0,0,0
5,1,1,0,0x00000000,0,2,1044511973640,33.849,1.157,0.259,1,16,33849,1157,259,0,0,0
5,1,1,0,0x00000000,0,2,1044523954420,33.811,0.953,0.491,12,16,33811,953,491,0,0,0
5,1,1,0,0x00000000,0,2,1044535539620,33.815,1.09,0.475,2,16,33815,1090,475,0,0,0
