Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1083618773580,17.646,0.578,1.339,3,16,17646,578,1339,0,0,0
5,1,1,0,0x00000000,0,2,1083618773580,17.613,0.641,1.444,14,16,17613,641,1444,0,0,0
5,1,1,0,0x00000000,0,2,1083618773580,17.609,0.69,1.257,20,16,17609,690,1257,0,0,0
5,1,1,0,0x00000000,0,2,1083618773580,17.631,0.757,1.363,23,16,17631,757,1363,0,0,0
5,1,1,0,0x00000000,0,2,1083618773580,17.622,0.808,1.174,0,16,17622,808,1174,0,0,0
5,1,1,0,0x00000000,0,2,1083618773580,17.701,0.83,1.472,25,16,17701,830,1472,0,0,0
5,1,1,0,0x00000000,0,2,1083629561620,17.542,0.893,1.638,0,16,17542,893,1638,0,0,0
5,1,1,0,0x00000000,0,2,1083629561620,17.595,0.869,1.523,33,16,17595,869,1523,0,0,0
5,1,1,0,0x00000000,0,2,1083629561620,17.656,0.844,1.406,6,16,17656,844,1406,0,0,0
5,1,1,0,0x00000000,0,2,1083629561620,17.639,0.814,1.285,19,16,17639,814,1285,0,0,0
5,1,1,0,0x00000000,0,2,1083629561620,17.637,0.802,1.55,7,16,17637,802,1550,0,0,0
5,1,1,0,0x00000000,0,2,1083629960760,17.655,0.771,1.432,20,16,17655,771,1432,0,0,0
5,1,1,0,0x00000000,0,2,1083629960760,17.636,0.737,1.311,31,16,17636,737,1311,0,0,0
5,1,1,0,0x00000000,0,2,1083629960760,17.575,0.687,1.452,1,16,17575,687,1452,0,0,0
5,1,1,0,0x00000000,0,2,1083641945240,17.738,0.653,1.381,0,16,17738,653,1381,0,0,0
5,1,1,0,0x00000000,0,2,1083641945240,17.624,0.74,1.456,31,16,17624,740,1456,0,0,0
5,1,1,0,0x00000000,0,2,1083641945240,17.717,0.819,1.256,0,16,17717,819,1256,0,0,0
5,1,1,0,0x00000000,0,2,1083653129020,17.693,0.807,1.248,0,16,17693,807,1248,0,0,0
5,1,1,0,0x00000000,0,2,1083653129020,17.77,0.715,1.427,52,16,17770,715,1427,0,0,0
