Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1083421490820,16.757,0.824,1.016,21,16,16757,824,1016,0,0,0
5,1,1,0,0x00000000,0,2,1083421490820,16.853,0.9,0.827,26,16,16853,900,827,0,0,0
5,1,1,0,0x00000000,0,2,1083421490820,16.855,0.99,0.905,3,16,16855,990,905,0,0,0
5,1,1,0,0x00000000,0,2,1083421490820,16.795,1.077,0.978,1,16,16795,1077,978,0,0,0
5,1,1,0,0x00000000,0,2,1083432676740,16.936,1.139,0.921,5,16,16936,1139,921,0,0,0
5,1,1,0,0x00000000,0,2,1083432676740,16.916,1.002,0.726,0,16,16916,1002,726,0,0,0
5,1,1,0,0x00000000,0,2,1083432676740,16.974,0.992,0.986,0,16,16974,992,986,0,0,0
5,1,1,0,0x00000000,0,2,1083432676740,16.911,0.918,0.887,21,16,16911,918,887,0,0,0
5,1,1,0,0x00000000,0,2,1083432676740,16.839,0.844,0.789,5,16,16839,844,789,0,0,0
5,1,1,0,0x00000000,0,2,1083432676740,16.853,0.757,0.951,2,16,16853,757,951,0,0,0
5,1,1,0,0x00000000,0,2,1083432676740,16.826,0.667,1.11,1,16,16826,667,1110,0,0,0
5,1,1,0,0x00000000,0,2,1083444654300,16.971,0.598,1.009,2,16,16971,598,1009,0,0,0
5,1,1,0,0x00000000,0,2,1083444654300,16.966,0.702,1.061,1,16,16966,702,1061,0,0,0
5,1,1,0,0x00000000,0,2,1083444654300,16.909,0.79,0.837,5,16,16909,790,837,0,0,0
5,1,1,0,0x00000000,0,2,1083444654300,16.976,0.901,0.891,22,16,16976,901,891,0,0,0
5,1,1,0,0x00000000,0,2,1083444654300,17.108,1.018,0.948,14,16,17108,1018,948,0,0,0
5,1,1,0,0x00000000,0,2,1083455832000,17.272,1.011,0.949,18,16,17272,1011,949,0,0,0
5,1,1,0,0x00000000,0,2,1083455832000,16.99,0.894,0.87,24,16,16990,894,870,0,0,0
5,1,1,0,0x00000000,0,2,1083455832000,17.033,0.776,1.071,0,16,17033,776,1071,0,0,0
5,1,1,0,0x00000000,0,2,1083455832000,17.074,0.673,1.013,17,16,17074,673,1013,0,0,0
5,1,1,0,0x00000000,0,2,1083467814360,17.065,0.924,0.833,0,16,17065,924,833,0,0,0
