Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1083201034980,15.843,0.887,0.618,0,16,15843,887,618,0,0,0
5,1,1,0,0x00000000,0,2,1083201034980,15.787,1.033,0.508,4,16,15787,1033,508,0,0,0
5,1,1,0,0x00000000,0,2,1083212217380,15.881,0.933,0.479,2,16,15881,933,479,0,0,0
5,1,1,0,0x00000000,0,2,1083224202400,16.003,0.922,0.405,1,16,16003,922,405,0,0,0
5,1,1,0,0x00000000,0,2,1083224202400,16.002,1.023,0.453,13,16,16002,1023,453,0,0,0
5,1,1,0,0x00000000,0,2,1083224202400,15.946,1.123,0.497,20,16,15946,1123,497,0,0,0
5,1,1,0,0x00000000,0,2,1083224202400,16.248,1.248,0.551,0,16,16248,1248,551,0,0,0
5,1,1,0,0x00000000,0,2,1083235388460,15.949,1.191,0.328,2,16,15949,1191,328,0,0,0
5,1,1,0,0x00000000,0,2,1083235388460,16.064,1.186,0.578,5,16,16064,1186,578,0,0,0
5,1,1,0,0x00000000,0,2,1083235388460,16.024,1.091,0.51,19,16,16024,1091,510,0,0,0
5,1,1,0,0x00000000,0,2,1083235388460,16.16,1.007,0.449,2,16,16160,1007,449,0,0,0
5,1,1,0,0x00000000,0,2,1083247366140,16.133,0.998,0.574,24,16,16133,998,574,0,0,0
5,1,1,0,0x00000000,0,2,1083247366140,16.074,1.106,0.585,14,16,16074,1106,585,0,0,0
5,1,1,0,0x00000000,0,2,1083258553040,16.135,1.201,0.363,0,16,16135,1201,363,0,0,0
5,1,1,0,0x00000000,0,2,1083258553040,16.169,1.189,0.616,16,16,16169,1189,616,0,0,0
5,1,1,0,0x00000000,0,2,1083258553040,16.104,1.074,0.582,18,16,16104,1074,582,0,0,0
5,1,1,0,0x00000000,0,2,1083258553040,16.13,0.965,0.554,1,16,16130,965,554,0,0,0
5,1,1,0,0x00000000,0,2,1083270535700,16.118,1.082,0.478,9,16,16118,1082,478,0,0,0
5,1,1,0,0x00000000,0,2,1083270535700,16.147,1.195,0.453,2,16,16147,1195,453,0,0,0
5,1,1,0,0x00000000,0,2,1083281719660,16.188,1.139,0.468,15,16,16188,1139,468,0,0,0
5,1,1,0,0x00000000,0,2,1083281719660,16.143,1.021,0.475,0,16,16143,1021,475,0,0,0
