Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3282144329600,16.21,-6.019,2.55,0,16,16210,-6019,2550,0,0,0
5,1,1,0,0x00000000,0,2,3282144728100,16.228,-5.857,2.372,15,16,16228,-5857,2372,0,0,0
5,1,1,0,0x00000000,0,2,3282144728100,16.278,-5.874,2.633,0,16,16278,-5874,2633,0,0,0
5,1,1,0,0x00000000,0,2,3282144728100,16.287,-5.788,2.544,50,16,16287,-5788,2544,0,0,0
5,1,1,0,0x00000000,0,2,3282144728100,16.38,-5.731,2.469,54,16,16380,-5731,2469,0,0,0
5,1,1,0,0x00000000,0,2,3282144728100,16.432,-5.657,2.388,0,16,16432,-5657,2388,0,0,0
5,1,1,0,0x00000000,0,2,3282144728100,16.254,-5.592,2.615,3,16,16254,-5592,2615,0,0,0
5,1,1,0,0x00000000,0,2,3282144728100,16.276,-5.506,2.532,0,16,16276,-5506,2532,0,0,0
5,1,1,0,0x00000000,0,2,3282211022120,16.138,-5.637,2.6,6,16,16138,-5637,2600,0,0,0
5,1,1,0,0x00000000,0,2,3282211022120,16.143,-5.713,2.312,0,16,16143,-5713,2312,0,0,0
5,1,1,0,0x00000000,0,2,3282211022120,16.081,-5.742,2.599,4,16,16081,-5742,2599,0,0,0
5,1,1,0,0x00000000,0,2,3282211022120,16.19,-5.855,2.324,7,16,16190,-5855,2324,0,0,0
5,1,1,0,0x00000000,0,2,3282211022120,16.129,-5.884,2.613,1,16,16129,-5884,2613,0,0,0
5,1,1,0,0x00000000,0,2,3282211022120,16.092,-5.997,2.612,5,16,16092,-5997,2612,0,0,0
