Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3169880143640,24.27,-2.3,-0.013,0,16,24270,-2300,-13,0,0,0
5,1,1,0,0x00000000,0,2,3169880143640,24.128,-2.454,-0.043,14,16,24128,-2454,-43,0,0,0
5,1,1,0,0x00000000,0,2,3169890925880,24.12,-2.409,-0.026,1,16,24120,-2409,-26,0,0,0
5,1,1,0,0x00000000,0,2,3169914085600,24.235,-2.491,-0.119,1,16,24235,-2491,-119,0,0,0
5,1,1,0,0x00000000,0,2,3169914085600,24.237,-2.33,-0.066,4,16,24237,-2330,-66,0,0,0
5,1,1,0,0x00000000,0,2,3169955627540,24.531,-2.251,-0.04,0,16,24531,-2251,-40,0,0,0
5,1,1,0,0x00000000,0,2,3169955627540,24.312,-2.393,0.009,58,16,24312,-2393,9,0,0,0
5,1,1,0,0x00000000,0,2,3169955627540,24.245,-2.548,0.055,4,16,24245,-2548,55,0,0,0
5,1,1,0,0x00000000,0,2,3169966407980,24.256,-2.622,0.202,1,16,24256,-2622,202,0,0,0
5,1,1,0,0x00000000,0,2,3169966407980,24.292,-2.476,0.118,32,16,24292,-2476,118,0,0,0
5,1,1,0,0x00000000,0,2,3169966407980,24.336,-2.33,0.036,17,16,24336,-2330,36,0,0,0
5,1,1,0,0x00000000,0,2,3169978788660,24.398,-2.316,-0.044,15,16,24398,-2316,-44,0,0,0
