Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3171585426860,26.721,-1.844,0.911,15,16,26721,-1844,911,0,0,0
5,1,1,0,0x00000000,0,2,3171585426860,26.818,-1.714,0.782,33,16,26818,-1714,782,0,0,0
5,1,1,0,0x00000000,0,2,3171597411900,26.725,-1.672,0.905,0,16,26725,-1672,905,0,0,0
5,1,1,0,0x00000000,0,2,3171597411900,26.817,-1.822,0.53,1,16,26817,-1822,530,0,0,0
5,1,1,0,0x00000000,0,2,3171608592840,26.697,-1.978,0.928,14,16,26697,-1978,928,0,0,0
5,1,1,0,0x00000000,0,2,3171608592840,26.724,-1.809,0.854,51,16,26724,-1809,854,0,0,0
5,1,1,0,0x00000000,0,2,3171620571420,26.85,-1.677,0.745,9,16,26850,-1677,745,0,0,0
5,1,1,0,0x00000000,0,2,3171620571420,26.744,-1.86,0.743,73,16,26744,-1860,743,0,0,0
5,1,1,0,0x00000000,0,2,3171631753380,26.776,-1.854,0.649,15,16,26776,-1854,649,0,0,0
5,1,1,0,0x00000000,0,2,3171643739620,26.831,-1.738,0.565,1,16,26831,-1738,565,0,0,0
