Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3169416046320,23.232,-2.74,0.211,2,16,23232,-2740,211,0,0,0
5,1,1,0,0x00000000,0,2,3169416046320,23.056,-2.881,0.235,72,16,23056,-2881,235,0,0,0
5,1,1,0,0x00000000,0,2,3169416046320,23.044,-3.041,0.259,27,16,23044,-3041,259,0,0,0
5,1,1,0,0x00000000,0,2,3169426831980,23.011,-2.998,0.117,9,16,23011,-2998,117,0,0,0
5,1,1,0,0x00000000,0,2,3169426831980,23.014,-2.821,0.394,5,16,23014,-2821,394,0,0,0
5,1,1,0,0x00000000,0,2,3169426831980,23.129,-2.684,0.327,0,16,23129,-2684,327,0,0,0
5,1,1,0,0x00000000,0,2,3169439211620,23.034,-2.764,0.383,13,16,23034,-2764,383,0,0,0
5,1,1,0,0x00000000,0,2,3169439211620,23.102,-2.933,0.356,2,16,23102,-2933,356,0,0,0
5,1,1,0,0x00000000,0,2,3169439211620,23.071,-3.091,0.327,7,16,23071,-3091,327,0,0,0
5,1,1,0,0x00000000,0,2,3169449995900,23.14,-2.9,0.134,31,16,23140,-2900,134,0,0,0
5,1,1,0,0x00000000,0,2,3169449995900,23.225,-2.747,0.121,6,16,23225,-2747,121,0,0,0
