Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1035961250560,11.988,-3.042,-3.943,0,16,11988,-3042,-3943,0,0,0
5,1,1,0,0x00000000,0,2,1035961250560,12.251,-3.197,-4.078,2,16,12251,-3197,-4078,0,0,0
5,1,1,0,0x00000000,0,2,1035961250560,12.175,-3.263,-4.098,28,16,12175,-3263,-4098,0,0,0
5,1,1,0,0x00000000,0,2,1035961650720,12.147,-3.344,-4.134,12,16,12147,-3344,-4134,0,0,0
5,1,1,0,0x00000000,0,2,1035961650720,12.32,-3.373,-3.974,12,16,12320,-3373,-3974,0,0,0
5,1,1,0,0x00000000,0,2,1035961650720,12.252,-3.443,-3.995,2,16,12252,-3443,-3995,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.528,-3.278,-4.164,0,16,12528,-3278,-4164,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.731,-3.305,-4.135,14,16,12731,-3305,-4135,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.474,-3.234,-4.234,4,16,12474,-3234,-4234,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.823,-3.302,-4.068,1,16,12823,-3302,-4068,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.547,-3.226,-4.164,15,16,12547,-3226,-4164,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.679,-3.231,-4.111,8,16,12679,-3231,-4111,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.437,-3.162,-4.213,12,16,12437,-3162,-4213,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.504,-3.148,-4.14,23,16,12504,-3148,-4140,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.604,-3.14,-4.075,2,16,12604,-3140,-4075,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.496,-3.103,-4.221,1,16,12496,-3103,-4221,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.524,-3.075,-4.133,10,16,12524,-3075,-4133,0,0,0
5,1,1,0,0x00000000,0,2,1036016759680,12.635,-3.067,-4.073,2,16,12635,-3067,-4073,0,0,0
