Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,1044396563440,21.517,1.288,-1.92,2,16,21517,1288,-1920,0,0,0
5,1,1,0,0x00000000,0,2,1044396563440,21.607,1.418,-1.705,1,16,21607,1418,-1705,0,0,0
5,1,1,0,0x00000000,0,2,1044396563440,21.507,1.517,-1.808,3,16,21507,1517,-1808,0,0,0
5,1,1,0,0x00000000,0,2,1044407745720,21.625,1.425,-1.944,2,16,21625,1425,-1944,0,0,0
5,1,1,0,0x00000000,0,2,1044407745720,21.593,1.294,-1.858,24,16,21593,1294,-1858,0,0,0
5,1,1,0,0x00000000,0,2,1044407745720,21.617,1.169,-1.777,7,16,21617,1169,-1777,0,0,0
5,1,1,0,0x00000000,0,2,1044419726580,21.575,1.111,-1.75,10,16,21575,1111,-1750,0,0,0
5,1,1,0,0x00000000,0,2,1044419726580,21.533,1.168,-1.888,1,16,21533,1168,-1888,0,0,0
5,1,1,0,0x00000000,0,2,1044420126240,21.548,1.296,-1.844,11,16,21548,1296,-1844,0,0,0
5,1,1,0,0x00000000,0,2,1044420126240,21.649,1.355,-1.996,0,16,21649,1355,-1996,0,0,0
5,1,1,0,0x00000000,0,2,1044420126240,21.514,1.412,-1.798,2,16,21514,1412,-1798,0,0,0
5,1,1,0,0x00000000,0,2,1044420126240,21.416,1.454,-1.933,0,16,21416,1454,-1933,0,0,0
5,1,1,0,0x00000000,0,2,1044430506240,21.349,1.502,-1.939,0,16,21349,1502,-1939,0,0,0
5,1,1,0,0x00000000,0,2,1044430906660,21.494,1.409,-1.842,0,16,21494,1409,-1842,0,0,0
5,1,1,0,0x00000000,0,2,1044430906660,21.476,1.229,-1.967,27,16,21476,1229,-1967,0,0,0
5,1,1,0,0x00000000,0,2,1044430906660,21.513,1.133,-1.855,11,16,21513,1133,-1855,0,0,0
5,1,1,0,0x00000000,0,2,1044430906660,21.56,1.038,-1.741,1,16,21560,1038,-1741,0,0,0
