Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3160961977580,22.221,-1.413,0.574,56,16,22221,-1413,574,0,0,0
5,1,1,0,0x00000000,0,2,3160962377420,22.25,-1.534,0.678,52,16,22250,-1534,678,0,0,0
5,1,1,0,0x00000000,0,2,3160962377420,22.232,-1.65,0.776,0,16,22232,-1650,776,0,0,0
5,1,1,0,0x00000000,0,2,3160973158300,22.252,-1.497,0.692,65,16,22252,-1497,692,0,0,0
5,1,1,0,0x00000000,0,2,3160973158300,22.292,-1.401,0.573,19,16,22292,-1401,573,0,0,0
5,1,1,0,0x00000000,0,2,3160973158300,22.303,-1.286,0.777,5,16,22303,-1286,777,0,0,0
5,1,1,0,0x00000000,0,2,3160985137160,22.414,-1.296,0.522,0,16,22414,-1296,522,0,0,0
5,1,1,0,0x00000000,0,2,3160985137160,22.291,-1.43,0.583,81,16,22291,-1430,583,0,0,0
5,1,1,0,0x00000000,0,2,3160985137160,22.198,-1.567,0.644,14,16,22198,-1567,644,0,0,0
5,1,1,0,0x00000000,0,2,3160996319580,22.215,-1.489,0.533,38,16,22215,-1489,533,0,0,0
5,1,1,0,0x00000000,0,2,3160996319580,22.171,-1.325,0.791,7,16,22171,-1325,791,0,0,0
5,1,1,0,0x00000000,0,2,3161008296100,22.202,-1.33,0.747,11,16,22202,-1330,747,0,0,0
5,1,1,0,0x00000000,0,2,3161008296100,22.213,-1.454,0.409,0,16,22213,-1454,409,0,0,0
5,1,1,0,0x00000000,0,2,3161019477880,22.314,-1.434,0.674,86,16,22314,-1434,674,0,0,0
5,1,1,0,0x00000000,0,2,3161019477880,22.352,-1.283,0.651,38,16,22352,-1283,651,0,0,0
