Version,Slot ID,LiDAR Index,Rsvd,Error Code,Timestamp Type,Data Type,Timestamp,X,Y,Z,Reflectivity,Tag,Ori_x,Ori_y,Ori_z,Ori_radius,Ori_theta,Ori_phi
5,1,1,0,0x00000000,0,2,3159465546300,22.438,-3.587,0.796,2,16,22438,-3587,796,0,0,0
5,1,1,0,0x00000000,0,2,3159465546300,22.43,-3.903,0.83,0,16,22430,-3903,830,0,0,0
5,1,1,0,0x00000000,0,2,3159475926020,22.512,-3.927,0.789,1,16,22512,-3927,789,0,0,0
5,1,1,0,0x00000000,0,2,3159475926020,22.485,-3.786,0.702,29,16,22485,-3786,702,0,0,0
5,1,1,0,0x00000000,0,2,3159475926020,22.529,-3.656,0.62,62,16,22529,-3656,620,0,0,0
5,1,1,0,0x00000000,0,2,3159488704380,22.64,-3.497,0.688,25,16,22640,-3497,688,0,0,0
5,1,1,0,0x00000000,0,2,3159488704380,22.523,-3.639,0.653,85,16,22523,-3639,653,0,0,0
5,1,1,0,0x00000000,0,2,3159488704380,22.516,-3.796,0.619,3,16,22516,-3796,619,0,0,0
5,1,1,0,0x00000000,0,2,3159499088580,22.474,-3.794,0.724,28,16,22474,-3794,724,0,0,0
5,1,1,0,0x00000000,0,2,3159499088580,22.532,-3.645,0.695,74,16,22532,-3645,695,0,0,0
5,1,1,0,0x00000000,0,2,3159499088580,22.654,-3.504,0.67,28,16,22654,-3504,670,0,0,0
